SKU,Current_Item,Current_Base_Item,sku_Family,Current_Item_Overall_Status,Current_Item_Specific_Status,Current_Item_Lead_Style,Current_Item_Product_Type ,Current_Item_sku_Pricing,Current_Item_Discounted_Pricing, Current_Item_Inventory , Current_Item_Reported_Inventory , Current_Item_Min_Order_Qty ,Current_Item_Packaging_Type, Current_Item_sku_packaging_qty ,Current_Item_Shrink_wrapped_status,Current_Item_Version_Number,Current_Item_Version_Description,Frequency_Hertz,Starting_Method,Lamp_Connection , Ballast_Factor ,Maximum_Possible_Lamp_Combinations, Number_ of_Lamps ,Maximum_Voltage_Combinations, Voltage_120V , Voltage_240V , Voltage_277V, Voltage_347V,Power_factor,Power_factor_value,Dimming_Status, Length_inches , Width_inches , Height_inches , Weight_in_lbs , Lamps ,Successor_Item,Successor_Base_Item,Successor_Item_sku_Family,Substitute_Item,Substitute_Base_Item,Substitute_Item_Product_Type,Substitute_Item_Overall_Status,Substitute_Item_Specific_Status,Substitutue item sku Family,Substitute_item__Item_Lead_Style, Philips_Advance , GE ,Osram,Univeral,Fulham,Keystone,Howard,Sola,Hatch,Halco,Radionic,Epsen,Interglobal,Sunpark,Accupro,Valmont,TCP
3M10046                       ,HP21827P /A,HP21827P,M10046,Discontinued,Limited,Leaded,Magnetic,$48.95 ,,34,34,,3,1,Y,4,Bottom leads (center)/2-studs,60,Preheat,DK,0.9,2,2,277,N,N,Y,N,High,,N,6.56,2.38,1.69,2.3,"CFQ18W/24D, CFTR18W/GX24D",,,,,,,,,,,VH2Q18PTW,,,,,,,,,,,,,,,,
3M10047                       ,HP218SP /A,HP218SP,M10047,Discontinued,Limited,Leaded,Magnetic,$56.95 ,,38,38,,3,1,Y,4,Bottom leads (center)/2-studs,60,Preheat,Series,0.95,2,2,120,Y,N,N,N,High,,N,6.56,2.38,1.69,2.95,"CFQ18W/G24D, CFTR18W/GX24D",HP218SP AM,HP218SP,P10095,,,,,,,,,,,,,,,,,,,,,,,,
3M10048                       ,HP218SP       /B,HP218SP       ,M10048                       ,Discontinued,Limited,Leaded,Magnetic,$74.95 ,,1,1,,3,1,Y,2,Leads both ends,60,,,,,,,,,,,High,,,,,,,,,,,HP218SP AM,HP218SP       ,Magnetic,Ongoing,Active,P10095,Leaded,,,,,,,,,,,,,,,,,
2M10049                       ,HP2227FMP /C,HP2227FMP,M10049,Discontinued,Limited,Leaded,Magnetic,$271.95 ,,8,8,,2,6,Y,2,Leads both ends,60,Preheat,DK, DK ,1,1,277,N,N,Y,N,High,,N,6.56,2.38,1.69,2.6,CFQ20W/GX32D,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10049                       ,HP2227FMP /C,HP2227FMP,M10049,Discontinued,Limited,Leaded,Magnetic,$51.95 ,,48,48,,3,1,Y,2,Leads both ends,60,Preheat,DK, DK ,1,1,277,N,N,Y,N,High,,N,6.56,2.38,1.69,2.6,CFQ20W/GX32D,,,,,,,,,,,,,,,,,,,,,,,,,,,
2M10050                       ,HP22627P /A,HP22627P,M10050,Discontinued,Limited,Leaded,Magnetic,$308.95 ,,4,4,,2,6,Y,4,Bottom leads (center)/2-studs,60,Preheat,Parallel,0.9,2,2,277,N,N,Y,N,High,,N,6.56,2.38,1.69,2.93,"CFQ26W/G24D, CFTR26W/GX24D",HP22627P AM,HP22627P,P10114,,,,,,,, H2Q26TPW,,," 4224P, 4226PBES",,,,,,,,,,,,,
3M10050                       ,HP22627P /A,HP22627P,M10050,Discontinued,Limited,Leaded,Magnetic,$58.95 ,,44,44,,3,1,Y,4,Bottom leads (center)/2-studs,60,Preheat,Parallel,0.9,2,2,277,N,N,Y,N,High,,N,6.56,2.38,1.69,2.93,"CFQ26W/G24D, CFTR26W/GX24D",HP22627P AM,HP22627P,P10114,,,,,,,, H2Q26TPW,,," 4224P, 4226PBES",,,,,,,,,,,,,
3M10051                       ,HP22627P      /D,HP22627P      ,M10051                       ,Discontinued,Limited,Leaded,Magnetic,$58.95 ,,40,40,,3,1,Y,2,Leads both ends,60,,,,,,,,,,,High,,,,,,,,,,,HP22627P AM,HP22627P      ,Magnetic,Ongoing,Active,P10114,Leaded,,,,,,,,,,,,,,,,,
1M10052                    ,HP226SP /C,HP226SP,M10052,Discontinued,Limited,Leaded,Magnetic,"$1,038.50 ",,13,13,,1,20,N,2,Leads both ends,60,Preheat,Series,0.9,2,2,120,Y,N,N,N,High,,N,6.26,2.38,1.69,3,"CFQ26W/G24D, CFTR26W/GX24D",,,,HP226SP       AM,HP226SP,Magnetic,Ongoing,Active,P10085,Leaded,"H-2Q26-TP-BLS, H2Q26TPW",,,4128P,,,,,,,,,,,,,
5M10052                    ,HP226SP /C,HP226SP,M10052,Discontinued,Limited,Leaded,Magnetic,$334.95 ,, -   , -   ,,5,6,N,2,Leads both ends,60,Preheat,Series,0.9,2,2,120,Y,N,N,N,High,,N,6.26,2.38,1.69,3,"CFQ26W/G24D, CFTR26W/GX24D",,,,HP226SP       AM,HP226SP,Magnetic,Ongoing,Active,P10085,Leaded,"H-2Q26-TP-BLS, H2Q26TPW",,,4128P,,,,,,,,,,,,,
3M10052                       ,HP226SP /C,HP226SP,M10052,Discontinued,Limited,Leaded,Magnetic,$66.95 ,,2,2,,3,1,Y,2,Leads both ends,60,Preheat,Series,0.9,2,2,120,Y,N,N,N,High,,N,6.26,2.38,1.69,3,"CFQ26W/G24D, CFTR26W/GX24D",,,,HP226SP       AM,HP226SP,Magnetic,Ongoing,Active,P10085,Leaded,"H-2Q26-TP-BLS, H2Q26TPW",,,4128P,,,,,,,,,,,,,
1M10053                       ,HP2627P /A,HP2627P,M10053,Discontinued,Limited,Leaded,Magnetic,$624.50 ,$459.60 ,21,21,,1,24,N,4,Bottom leads (center)/2-studs,60,Preheat,Series,0.93,1,1,277,N,N,Y,N,High,,N,4.75,2.19,1.63,1.95,"CFQ26W/G24D, CFTR26W/GX24D",HP2627P AM,HP2627P,P10115,,,,,,,,"VH-1Q26-TP-W,  VH1Q26TPW",,,,,,,,,,,,,,,,
5M10053                       ,HP2627P /A,HP2627P,M10053,Discontinued,Limited,Leaded,Magnetic,$163.74 ,,10,10,,5,6,N,4,Bottom leads (center)/2-studs,60,Preheat,Series,0.93,1,1,277,N,N,Y,N,High,,N,4.75,2.19,1.63,1.95,"CFQ26W/G24D, CFTR26W/GX24D",HP2627P AM,HP2627P,P10115,,,,,,,,"VH-1Q26-TP-W,  VH1Q26TPW",,,,,,,,,,,,,,,,
3M10053                       ,HP2627P /A,HP2627P,M10053,Discontinued,Limited,Leaded,Magnetic,$32.95 ,,51,51,,3,1,Y,4,Bottom leads (center)/2-studs,60,Preheat,Series,0.93,1,1,277,N,N,Y,N,High,,N,4.75,2.19,1.63,1.95,"CFQ26W/G24D, CFTR26W/GX24D",HP2627P AM,HP2627P,P10115,,,,,,,,"VH-1Q26-TP-W,  VH1Q26TPW",,,,,,,,,,,,,,,,
2M10053                       ,HP2627P /A,HP2627P,M10053,Discontinued,Unavailable,Leaded,Magnetic,$0.00 ,, -   , -   ,,2,6,Y,4,Bottom leads (center)/2-studs,60,Preheat,Series,0.93,1,1,277,N,N,Y,N,High,,N,4.75,2.19,1.63,1.95,"CFQ26W/G24D, CFTR26W/GX24D",HP2627P AM,HP2627P,P10115,,,,,,,,"VH-1Q26-TP-W,  VH1Q26TPW",,,,,,,,,,,,,,,,
1M10054                       ,HP2627P       /F,HP2627P,M10054         ,Discontinued,Limited,Leaded,Magnetic,$619.50 ,$474.48 ,17,17,,1,24,N,3,Bottom leads (center),60,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2M10054                       ,HP2627P       /F,HP2627P,M10054         ,Discontinued,Limited,Leaded,Magnetic,$301.95 ,,9,9,,2,10,Y,3,Bottom leads (center),60,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10054                       ,HP2627P       /F,HP2627P,M10054         ,Discontinued,Limited,Leaded,Magnetic,$32.95 ,,55,55,,3,1,Y,3,Bottom leads (center),60,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5M10054                       ,HP2627P       /F,HP2627P,M10054         ,Discontinued,Unavailable,Leaded,Magnetic,$0.00 ,, -   , -   ,,5,10,N,3,Bottom leads (center),60,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10055                       ,HP2627P       /I,HP2627P       ,M10055                       ,Discontinued,Limited,Leaded,Magnetic,$32.95 ,,20,20,,3,1,Y,1,Leads one end,60,,,,,,,,,,,High,,,,,,,,,,,HP2627P AM,HP2627P,Magnetic,Ongoing,Active,P10115,Leaded,,,,,,,,,,,,,,,,,
2M10056                       ,HP26347P /A,HP26347P,M10056,Discontinued,Limited,Leaded,Magnetic,$389.95 ,,25,25,,2,6,Y,4,Bottom leads (center)/2-studs,60,Preheat,DK,0.9,1,1,347,N,N,N,Y,High,,N,6.56,2.38,1.69,2.75,"CFQ26W/G24D, CFTR26W/GX24D",,,,,,,,,,,,,,,,,,,,,,,,,,,
5M10056                       ,HP26347P /A,HP26347P,M10056,Discontinued,Limited,Leaded,Magnetic,$69.50 ,,34,34,,5,6,N,4,Bottom leads (center)/2-studs,60,Preheat,DK,0.9,1,1,347,N,N,N,Y,High,,N,6.56,2.38,1.69,2.75,"CFQ26W/G24D, CFTR26W/GX24D",,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10056                       ,HP26347P /A,HP26347P,M10056,Discontinued,Limited,Leaded,Magnetic,$64.50 ,,23,23,,3,1,Y,4,Bottom leads (center)/2-studs,60,Preheat,DK,0.9,1,1,347,N,N,N,Y,High,,N,6.56,2.38,1.69,2.75,"CFQ26W/G24D, CFTR26W/GX24D",,,,,,,,,,,,,,,,,,,,,,,,,,,
HP27927SP     /B,HP27927SP     /B,HP27927SP     ,M10057,Discontinued,Unavailable,Leaded,Magnetic,$0.00 ,,,,,,,,2,Leads both ends,60,Preheat,DK,0.9,2,2,120,Y,N,N,N,High,,N,DK,DK,DK,DK,CFT7W/G23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2M10058                       ,HP279P        /B,HP279P        ,M10058,Discontinued,Limited,Leaded,Magnetic,$408.95 ,,4,4,,2,10,Y,2,Leads both ends,60,Preheat,DK,0.9,2,2,120,Y,N,N,N,High,,N,DK,DK,DK,DK,CFT7W/G23,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10058                       ,HP279P        /B,HP279P        ,M10058,Discontinued,Limited,Leaded,Magnetic,$46.95 ,,64,64,,3,1,Y,2,Leads both ends,60,Preheat,DK,0.9,2,2,120,Y,N,N,N,High,,N,DK,DK,DK,DK,CFT7W/G23,,,,,,,,,,,,,,,,,,,,,,,,,,,
1M10059                       ,HP28P /A,HP28P,M10059,Discontinued,Limited,Leaded,Magnetic,$470.50 ,,19,19,,1,15,N,4,Bottom leads (center)/2-studs,60,Preheat,Series,0.9,1,1,120,Y,N,N,N,High,,N,6.56,2.38,1.69,1.95,"CFQ26W/G24D, CFTR26W/GX24D",,,,,,,,,,,H-1Q26-TP-W,,,,,,,,,,,,,,,,
2M10059                       ,HP28P /A,HP28P,M10059,Discontinued,Limited,Leaded,Magnetic,$301.95 ,,26,26,,2,6,Y,4,Bottom leads (center)/2-studs,60,Preheat,Series,0.9,1,1,120,Y,N,N,N,High,,N,6.56,2.38,1.69,1.95,"CFQ26W/G24D, CFTR26W/GX24D",,,,,,,,,,,H-1Q26-TP-W,,,,,,,,,,,,,,,,
5M10059                       ,HP28P /A,HP28P,M10059,Discontinued,Limited,Leaded,Magnetic,$300.95 ,,22,22,,5,6,N,4,Bottom leads (center)/2-studs,60,Preheat,Series,0.9,1,1,120,Y,N,N,N,High,,N,6.56,2.38,1.69,1.95,"CFQ26W/G24D, CFTR26W/GX24D",,,,,,,,,,,H-1Q26-TP-W,,,,,,,,,,,,,,,,
3M10059                       ,HP28P /A,HP28P,M10059,Discontinued,Limited,Leaded,Magnetic,$54.95 ,,70,70,,3,1,Y,4,Bottom leads (center)/2-studs,60,Preheat,Series,0.9,1,1,120,Y,N,N,N,High,,N,6.56,2.38,1.69,1.95,"CFQ26W/G24D, CFTR26W/GX24D",,,,,,,,,,,H-1Q26-TP-W,,,,,,,,,,,,,,,,
2M10060                       ,HP28P /E,HP28P,M10060,Discontinued,Limited,Leaded,Magnetic,$245.95 ,,18,18,,2,6,Y,2,Leads both ends,60,Preheat,Series,0.9,1,1,120,Y,N,N,N,High,,N,6.56,2.38,1.69,1.95,"CFQ26W/G24D, CFTR26W/GX24D",,,,,,,,,,,H-1Q26-TP-W,,,,,,,,,,,,,,,,
5M10060                       ,HP28P /E,HP28P,M10060,Discontinued,Limited,Leaded,Magnetic,$234.95 ,,33,33,,5,6,N,2,Leads both ends,60,Preheat,Series,0.9,1,1,120,Y,N,N,N,High,,N,6.56,2.38,1.69,1.95,"CFQ26W/G24D, CFTR26W/GX24D",,,,,,,,,,,H-1Q26-TP-W,,,,,,,,,,,,,,,,
3M10060                       ,HP28P /E,HP28P,M10060,Discontinued,Limited,Leaded,Magnetic,$46.95 ,,39,39,,3,1,Y,2,Leads both ends,60,Preheat,Series,0.9,1,1,120,Y,N,N,N,High,,N,6.56,2.38,1.69,1.95,"CFQ26W/G24D, CFTR26W/GX24D",,,,,,,,,,,H-1Q26-TP-W,,,,,,,,,,,,,,,,
1M10061                       ,HP68P /A,HP68P,M10061,Discontinued,Limited,Leaded,Magnetic,"$1,140.00 ",$795.00 ,9,9,,1,60,N,2,Leads both ends,60,Preheat,Series,0.95,1,1,120,Y,N,N,N,High,,N,3,1.88,1.44,0.7,"CFQ9W/G23, CFT7W/G23, CFT9W/G23",,,,,,,,,,,H-1B9-TP-W,,,,,,,,,,,,,,,,
2M10061                       ,HP68P /A,HP68P,M10061,Discontinued,Limited,Leaded,Magnetic,$234.95 ,,13,13,,2,10,Y,2,Leads both ends,60,Preheat,Series,0.9,1,1,120,Y,N,N,N,High,,N,3,1.88,1.44,0.7,"CFQ9W/G23, CFT7W/G23, CFT9W/G23",,,,,,,,,,,H-1B9-TP-W,,,,,,,,,,,,,,,,
5M10061                       ,HP68P /A,HP68P,M10061,Discontinued,Limited,Leaded,Magnetic,$225.95 ,,17,17,,5,10,N,2,Leads both ends,60,Preheat,Series,0.9,1,1,120,Y,N,N,N,High,,N,3,1.88,1.44,0.7,"CFQ9W/G23, CFT7W/G23, CFT9W/G23",,,,,,,,,,,H-1B9-TP-W,,,,,,,,,,,,,,,,
3M10061                       ,HP68P /A,HP68P,M10061,Discontinued,Limited,Leaded,Magnetic,$26.95 ,,69,69,,3,1,Y,2,Leads both ends,60,Preheat,Series,0.9,1,1,120,Y,N,N,N,High,,N,3,1.88,1.44,0.7,"CFQ9W/G23, CFT7W/G23, CFT9W/G23",,,,,,,,,,,H-1B9-TP-W,,,,,,,,,,,,,,,,
2M10062                       ,HP7927P /A,HP7927P,M10062,Discontinued,Limited,Leaded,Magnetic,$252.95 ,,20,20,,2,10,Y,2,Leads both ends,60,Preheat,DK,0.9,1,1,277,N,N,Y,N,High,,N,4.75,2.19,1.63,1.299,"CFQ9W/G23, CFT7W/G23, CFT9W/G23",,,,,,,,,,,"VH-1B9-TP-W, VH1B9TPW",,,,,,,,,,,,,,,,
3M10062                       ,HP7927P /A,HP7927P,M10062,Discontinued,Limited,Leaded,Magnetic,$28.95 ,,56,56,,3,1,Y,2,Leads both ends,60,Preheat,DK,1,1,1,277,N,N,Y,N,High,,N,4.75,2.19,1.63,1.299,"CFQ9W/G23, CFT7W/G23, CFT9W/G23",,,,,,,,,,,"VH-1B9-TP-W, VH1B9TPW",,,,,,,,,,,,,,,,
3M10063                       ,HP7927P       /G,HP7927P       ,M10063                       ,Discontinued,Limited,Leaded,Magnetic,$32.95 ,,10,10,,3,1,Y,1,Leads one end,60,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,VH1B9TPW,,,,,,,,,,,,,,,,
2M10063                       ,HP7927P       /G,HP7927P       ,M10063                       ,Discontinued,Unavailable,Leaded,Magnetic,$0.00 ,, -   , -   ,,2,10,Y,1,Leads one end,60,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,VH1B9TPW,,,,,,,,,,,,,,,,
1M10064                       ,HPS1P /A,HPS1P,M10064,Discontinued,Limited,Leaded,Magnetic,$795.50 ,,6,6,,1,30,N,4,Bottom leads (center)/2-studs,60,Preheat,Series,0.88,1,1,120,Y,N,N,N,High,,N,4,1.94,1.44,0.8,"CFQ13W/GX23, CFT13W/GX23",HPS1P AM,HPS1P,P10053,,,,,,,,H-1B13-TP-W,,,4112P,,113SHPTP,,,,,A452HTP-13,,,,,,
5M10064                       ,HPS1P /A,HPS1P,M10064,Discontinued,Limited,Leaded,Magnetic,$289.95 ,, -   , -   ,,5,10,N,4,Bottom leads (center)/2-studs,60,Preheat,Series,0.88,1,1,120,Y,N,N,N,High,,N,4,1.94,1.44,0.8,"CFQ13W/GX23, CFT13W/GX23",HPS1P AM,HPS1P,P10053,,,,,,,,H-1B13-TP-W,,,4112P,,113SHPTP,,,,,,,,,,,
3M10064                       ,HPS1P /A,HPS1P,M10064,Discontinued,Limited,Leaded,Magnetic,$32.95 ,,31,31,,3,1,Y,4,Bottom leads (center)/2-studs,60,Preheat,Series,0.88,1,1,120,Y,N,N,N,High,,N,4,1.94,1.44,0.8,"CFQ13W/GX23, CFT13W/GX23",HPS1P AM,HPS1P,P10053,,,,,,,,H-1B13-TP-W,,,4112P,,113SHPTP,,,,,,,,,,,
3M10065                       ,HPS1P /B,HPS1P,M10065,Discontinued,Limited,Leaded,Magnetic,$32.95 ,,10,10,,3,1,Y,2,Leads both ends,60,Preheat,Series,0.88,1,1,120,Y,N,N,N,High,,N,4,1.94,1.44,0.8,"CFQ13W/GX23, CFT13W/GX23",HPS1P BM,HPS1P,P10054,,,,,,,,H-1B13-TP-W,,,4112P,,113SHPTP,,,,,A452HTP-13,,,,,,
3M10066                       ,HPS1P /F,HPS1P,M10066                       ,Discontinued,Limited,Leaded,Magnetic,$32.95 ,,1,1,,3,1,Y,1,Leads one end,60,Preheat,Series,0.88,1,1,120,Y,N,N,N,High,,N,4,1.94,1.44,0.8,"CFQ13W/GX23, CFT13W/GX23",,,,,,,,,,,H-1B13-TP-W,,,,,113SHPTP,,,,,A452HTP-13,,,,,,
1M10067                       ,IS64P /A,IS64P,M10067,Discontinued,Limited,Leaded,Magnetic,$795.50 ,$683.00 ,50,50,,1,20,N,2,Leads both ends,60,Instant,Series,0.8,1,1,120,Y,N,N,N,High,,N,6.56,2.38,1.69,3.2,"F42T6, F64T6, F72T8",,,,,,,,,,,,,,,,,,,,,SL6472TP,,,,,,
2M10067                       ,IS64P /A,IS64P,M10067,Discontinued,Limited,Leaded,Magnetic,$301.95 ,,43,43,,2,6,Y,2,Leads both ends,60,Instant,Series,0.9,1,1,120,Y,N,N,N,High,,N,6.56,2.38,1.69,3.2,"F42T6, F64T6, F72T8",,,,,,,,,,,,,,,,,,,,,SL6472TP,,,,,,
5M10067                       ,IS64P /A,IS64P,M10067,Discontinued,Limited,Leaded,Magnetic,$279.95 ,,78,78,,5,6,N,2,Leads both ends,60,Instant,Series,0.9,1,1,120,Y,N,N,N,High,,N,6.56,2.38,1.69,3.2,"F42T6, F64T6, F72T8",,,,,,,,,,,,,,,,,,,,,SL125TP,,,,,,
3M10067                       ,IS64P /A,IS64P,M10067,Discontinued,Limited,Leaded,Magnetic,$56.95 ,,95,95,,3,1,Y,2,Leads both ends,60,Instant,Series,0.9,1,1,120,Y,N,N,N,High,,N,6.56,2.38,1.69,3.2,"F42T6, F64T6, F72T8",,,,,,,,,,,,,,,,,,,,,SL125TP,,,,,,
1M10068                       ,L15A /A,L15A,M10068,Discontinued,Limited,Leaded,Magnetic,$674.50 ,$508.50 ,6,6,,1,50,N,2,Leads both ends,60,Preheat,Series,1.05,1,1,120,Y,N,N,N,Normal,,N,5.25,1.16,0.91,0.6,"F15T12, F15T8, F20T12",,,,,,,,,,,"LC-14-20-C, HM1P20TP",,,,,,,,,,A452,,,,,,
2M10068                       ,L15A /A,L15A,M10068,Discontinued,Limited,Leaded,Magnetic,$156.95 ,,57,57,,2,10,Y,2,Leads both ends,60,Preheat,Series,0.95,1,1,120,Y,N,N,N,Normal,,N,5.25,1.16,0.91,0.6,"F15T12, F15T8, F20T12",,,,,,,,,,,"LC-14-20-C, HM1P20TP",,,,,,,,,,A452,,,,,,
3M10068                       ,L15A /A,L15A,M10068,Discontinued,Limited,Leaded,Magnetic,$17.95 ,,131,131,,3,1,Y,2,Leads both ends,60,Preheat,Series,0.74,1,1,120,Y,N,N,N,Normal,,N,5.25,1.16,0.91,0.6,"F15T12, F15T8, F20T12",,,,,,,,,,,"LC-14-20-C, HM1P20TP",,,,,,,,,,A452,,,,,,
5M10068                       ,L15A /A,L15A,M10068,Discontinued,Unavailable,Leaded,Magnetic,$0.00 ,, -   , -   ,,5,10,N,2,Leads both ends,60,Preheat,Series,0.74,1,1,120,Y,N,N,N,Normal,,N,5.25,1.16,0.91,0.6,"F15T12, F15T8, F20T12",,,,,,,,,,,"LC-14-20-C, HM1P20TP",,,,,,,,,,A452,,,,,,
3M10069                       ,L48/A,L48,M10069                       ,Discontinued,Limited,Leaded,Magnetic,$15.95 ,,30,30,,3,1,Y,,,,Preheat,Series,1,1,1,120,Y,N,N,N,Normal,,N,5.25,1.16,0.81,0.5,"F4T5, F6T5, F8T5",L48 AM,L48,P10122,,,,,,,,"LC-4-9-C,  LC49TP",,,,,,,,,,A468,,,,,,
2M10071                       ,PP2P /G,PP2P,M10071,Discontinued,Limited,Leaded,Magnetic,$301.95 ,,3,3,,2,10,Y,,,60,Preheat,Series,1,1,1,120,Y,N,N,N,Normal,,N,2.69,2.19,1.69,0.84,"CFQ13W/GX23, CFT13W/GX23, F15T12, F15T8, F20T12, FC6T9 (20W) , FC8T9",,,,,,,,,,,LC-13-TP,,,CF1320H2P,,,,,,,,,,,,,
5M10071                       ,PP2P /G,PP2P,M10071,Discontinued,Limited,Leaded,Magnetic,$279.50 ,,44,44,,5,10,N,,,60,Preheat,Series,1.05,1,1,120,Y,N,N,N,Normal,,N,2.69,2.19,1.69,0.84,"CFQ13W/GX23, CFT13W/GX23, F15T12, F15T8, F20T12, FC6T9 (20W) , FC8T9",,,,,,,,,,,LC-14-20-C,GEM120TC120DIY,,,,,,,,,A452,,,,,,
3M10071                       ,PP2P /G,PP2P,M10071,Discontinued,Limited,Leaded,Magnetic,$33.95 ,,79,79,,3,1,Y,,,60,Preheat,Series,1,1,1,120,Y,N,N,N,Normal,,N,2.69,2.19,1.69,0.84,"CFQ13W/GX23, CFT13W/GX23, F15T12, F15T8, F20T12, FC6T9 (20W) , FC8T9",,,,,,,,,,,LC-13-TP,,,CF1320H2P,,,,,,,,,,,,,
1M10072                       ,S13PSC /A,S13PSC,M10072,Discontinued,Limited,Leaded,Magnetic,"$1,092.00 ",,8,8,,1,42,N,2,Leads both ends,60,Preheat,DK, DK ,1,1,120,Y,N,N,N,Normal,,N,6.44,1.91,0.97,1.256,F13T5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2M10072                       ,S13PSC /A,S13PSC,M10072,Discontinued,Limited,Leaded,Magnetic,$365.95 ,,6,6,,2,10,Y,2,Leads both ends,60,Preheat,DK, DK ,1,1,120,Y,N,N,N,Normal,,N,6.44,1.91,0.97,1.256,F13T5,,,,,,,,,,,,,,,,,,,,,,,,,,,
5M10072                       ,S13PSC /A,S13PSC,M10072,Discontinued,Limited,Leaded,Magnetic,$349.95 ,,8,8,,5,10,N,2,Leads both ends,60,Preheat,DK, DK ,1,1,120,Y,N,N,N,Normal,,N,6.44,1.91,0.97,1.256,F13T5,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10072                       ,S13PSC /A,S13PSC,M10072,Discontinued,Limited,Leaded,Magnetic,$41.95 ,,49,49,,3,1,Y,2,Leads both ends,60,Preheat,DK, DK ,1,1,120,Y,N,N,N,Normal,,N,6.44,1.91,0.97,1.256,F13T5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1M10073                       ,S1527P /A,S1527P,M10073,Discontinued,Limited,Leaded,Magnetic,$585.60 ,$397.20 ,27,27,,1,24,N,1,Leads one end,60,Preheat,Series,1,2-Jan,1,277,N,N,Y,N,Normal,,N,4.75,2.19,1.63,1.6,"CFQ13W/GX23, CFQ26W/G24D, CFT13W/GX23, CFTR26W/GX24D",,,,,,,,,,,,,,,,,,,,,,,,,,,
2M10073                       ,S1527P /A,S1527P,M10073,Discontinued,Limited,Leaded,Magnetic,$252.95 ,,30,30,,2,10,Y,1,Leads one end,60,Preheat,Series,1,2-Jan,2,277,N,N,Y,N,Normal,,N,4.75,2.19,1.63,1.6,"CFQ13W/GX23, CFQ26W/G24D, CFT13W/GX23, CFTR26W/GX24D",,,,,,,,,,,,,,,,,,,,,,,,,,,
5M10073                       ,S1527P /A,S1527P,M10073,Discontinued,Limited,Leaded,Magnetic,$239.95 ,,39,39,,5,10,N,1,Leads one end,60,Preheat,Series,1,2-Jan,2,277,N,N,Y,N,Normal,,N,4.75,2.19,1.63,1.6,"CFQ13W/GX23, CFQ26W/G24D, CFT13W/GX23, CFTR26W/GX24D",,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10073                       ,S1527P /A,S1527P,M10073,Discontinued,Limited,Leaded,Magnetic,$28.95 ,,75,75,,3,1,Y,1,Leads one end,60,Preheat,Series,1,2-Jan,1,277,N,N,Y,N,Normal,,N,4.75,2.19,1.63,1.6,"CFQ13W/GX23, CFQ26W/G24D, CFT13W/GX23, CFTR26W/GX24D",,,,,,,,,,,,,,,,,,,,,,,,,,,
2M10074                       ,S1PB1         /B,S1PB1         ,M10074                       ,Discontinued,Limited,Leaded,Magnetic,$139.95 ,,28,28,,2,10,Y,1,Leads one end,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,LC1420CTP,,,,,,,,,,,,,,,,
3M10074                       ,S1PB1         /B,S1PB1         ,M10074                       ,Discontinued,Limited,Leaded,Magnetic,$15.95 ,,64,64,,3,1,Y,1,Leads one end,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,LC1420CTP,,,,,,,,,,,,,,,,
2M10075                       ,S215P         /A,S215P         ,M10075                       ,Discontinued,Limited,Leaded,Magnetic,$400.95 ,,5,5,,2,10,Y,2,Leads both ends,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5M10074                       ,S215P         /A,S215P         ,M10075                       ,Discontinued,Limited,Leaded,Magnetic,$119.50 ,,8,8,,5,10,N,2,Leads both ends,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M10075                       ,S215P         /A,S215P         ,M10075                       ,Discontinued,Limited,Leaded,Magnetic,$45.95 ,,74,74,,3,1,Y,2,Leads both ends,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2M10076                       ,S2627P        /A,S2627P        ,M10076                       ,Discontinued,Limited,Leaded,Magnetic,$347.95 ,,16,16,,2,10,Y,1,Leads one end,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5M10076                       ,S2627P        /A,S2627P        ,M10076                       ,Discontinued,Limited,Leaded,Magnetic,$335.95 ,,3,3,,5,10,N,1,Leads one end,60,,,,,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
